degree = 1 radian = 0.0174533 sin = 3.80753 : 0.0174524 cos = 1.48479 : 0.999848 sin_error = 21716.7 cos_error = 48.5015 M_PI=3.14159 
degree = 2 radian = 0.0349066 sin = 3.80753 : 0.0348995 cos = 1.48479 : 0.999391 sin_error = 10810 cos_error = 48.5693 M_PI=3.14159 
degree = 3 radian = 0.0523599 sin = 3.80753 : 0.052336 cos = 1.48479 : 0.99863 sin_error = 7175.18 cos_error = 48.6826 M_PI=3.14159 
degree = 4 radian = 0.0698132 sin = 3.80753 : 0.0697565 cos = 1.48479 : 0.997564 sin_error = 5358.32 cos_error = 48.8414 M_PI=3.14159 
degree = 5 radian = 0.0872665 sin = 0.0871563 : 0.0871557 cos = 0.996195 : 0.996195 sin_error = 0.000624912 cos_error = 4.31804e-06 M_PI=3.14159 
degree = 6 radian = 0.10472 sin = 0.104528 : 0.104528 cos = 0.994522 : 0.994522 sin_error = 0.000772305 cos_error = 8.15269e-06 M_PI=3.14159 
degree = 7 radian = 0.122173 sin = 0.121869 : 0.121869 cos = 0.992546 : 0.992546 sin_error = 0.000224733 cos_error = 2.97751e-06 M_PI=3.14159 
degree = 8 radian = 0.139626 sin = 0.139173 : 0.139173 cos = 0.990268 : 0.990268 sin_error = 8.88447e-06 cos_error = 2.46449e-07 M_PI=3.14159 
degree = 9 radian = 0.15708 sin = 0.156433 : 0.156434 cos = 0.987689 : 0.987688 sin_error = 0.000864337 cos_error = 2.13693e-05 M_PI=3.14159 
degree = 10 radian = 0.174533 sin = 0.173647 : 0.173648 cos = 0.984808 : 0.984808 sin_error = 0.000474125 cos_error = 1.41845e-05 M_PI=3.14159 
degree = 11 radian = 0.191986 sin = 0.190811 : 0.190809 cos = 0.981627 : 0.981627 sin_error = 0.000819149 cos_error = 3.06868e-05 M_PI=3.14159 
degree = 12 radian = 0.20944 sin = 0.20791 : 0.207912 cos = 0.978148 : 0.978148 sin_error = 0.000628072 cos_error = 2.79018e-05 M_PI=3.14159 
degree = 13 radian = 0.226893 sin = 0.224952 : 0.224951 cos = 0.97437 : 0.97437 sin_error = 0.00047222 cos_error = 2.48144e-05 M_PI=3.14159 
degree = 14 radian = 0.244346 sin = 0.241923 : 0.241922 cos = 0.970295 : 0.970296 sin_error = 0.000651579 cos_error = 4.00204e-05 M_PI=3.14159 
degree = 15 radian = 0.261799 sin = 0.258819 : 0.258819 cos = 0.965926 : 0.965926 sin_error = 9.40702e-05 cos_error = 6.61119e-06 M_PI=3.14159 
degree = 16 radian = 0.279253 sin = 0.275638 : 0.275637 cos = 0.961262 : 0.961262 sin_error = 0.000185429 cos_error = 1.4895e-05 M_PI=3.14159 
degree = 17 radian = 0.296706 sin = 0.292373 : 0.292372 cos = 0.956304 : 0.956305 sin_error = 0.000348001 cos_error = 3.18426e-05 M_PI=3.14159 
degree = 18 radian = 0.314159 sin = 0.309017 : 0.309017 cos = 0.951057 : 0.951057 sin_error = 8.9567e-05 cos_error = 9.44645e-06 M_PI=3.14159 
degree = 19 radian = 0.331613 sin = 0.325568 : 0.325568 cos = 0.945519 : 0.945519 sin_error = 0.000194236 cos_error = 2.25572e-05 M_PI=3.14159 
degree = 20 radian = 0.349066 sin = 0.34202 : 0.34202 cos = 0.939693 : 0.939693 sin_error = 0.000109612 cos_error = 1.40099e-05 M_PI=3.14159 
degree = 21 radian = 0.366519 sin = 0.358366 : 0.358368 cos = 0.933581 : 0.93358 sin_error = 0.000461235 cos_error = 6.74367e-05 M_PI=3.14159 
degree = 22 radian = 0.383972 sin = 0.374605 : 0.374607 cos = 0.927184 : 0.927184 sin_error = 0.00030378 cos_error = 4.87983e-05 M_PI=3.14159 
degree = 23 radian = 0.401426 sin = 0.390732 : 0.390731 cos = 0.920504 : 0.920505 sin_error = 0.00028183 cos_error = 5.0825e-05 M_PI=3.14159 
degree = 24 radian = 0.418879 sin = 0.406738 : 0.406737 cos = 0.913545 : 0.913545 sin_error = 0.000389251 cos_error = 7.70707e-05 M_PI=3.14159 
degree = 25 radian = 0.436332 sin = 0.422619 : 0.422618 cos = 0.906308 : 0.906308 sin_error = 7.13519e-05 cos_error = 1.4937e-05 M_PI=3.14159 
degree = 26 radian = 0.453786 sin = 0.438372 : 0.438371 cos = 0.898794 : 0.898794 sin_error = 0.000254571 cos_error = 6.03761e-05 M_PI=3.14159 
degree = 27 radian = 0.471239 sin = 0.45399 : 0.45399 cos = 0.891007 : 0.891007 sin_error = 2.42619e-05 cos_error = 6.11701e-06 M_PI=3.14159 
degree = 28 radian = 0.488692 sin = 0.469472 : 0.469472 cos = 0.882947 : 0.882948 sin_error = 7.55534e-05 cos_error = 2.11857e-05 M_PI=3.14159 
degree = 29 radian = 0.506145 sin = 0.48481 : 0.48481 cos = 0.874619 : 0.87462 sin_error = 0.000121612 cos_error = 3.75513e-05 M_PI=3.14159 
